Date,RELIANCE.NS,RELI_Return,Excess_Market,Risk_Free_Rate,Excess_RELI,Combined,CPI_Shock,General Index,Monthly change IIP,InterestRate,Interest_Shock,USDINR,Monthly change in USD/INR exchange rate
2022-06-01,1193.996337890625,-0.014054227320905,-0.0494583761400746,0.0040344207358802,-0.0180886480567852,172.6,0.0052417006406524,138.3,0.0036284470246734,7.53,0.1400000000000005,78.89830017089844,0.0177681543190564
2022-07-01,1154.3443603515625,-0.033209463279522,0.0828126030814409,0.0040811974221708,-0.0372906607016928,173.4,0.0046349942062573,134.4,-0.0281995661605206,7.4,-0.1299999999999999,79.57150268554688,0.0085325350887184
2022-08-01,1213.4542236328125,0.0512064383138215,0.0491166302495214,0.0047723275404301,0.0464341107733914,174.3,0.005190311418685,131.5,-0.021577380952381,7.27,-0.1300000000000007,79.68229675292969,0.0013923837510101
2022-09-01,1097.331298828125,-0.0956961725816415,-0.035478387249411,0.0047487580734539,-0.1004449306550954,175.3,0.0057372346528972,133.8,0.0174904942965781,7.28,0.0100000000000006,81.48059844970703,0.0225683968718086
2022-10-01,1176.6400146484375,0.0722741763631538,0.0191413059612093,0.0051673151969127,0.0671068611662411,176.7,0.0079863091842553,129.5,-0.032137518684604,7.46,0.1799999999999997,82.23919677734375,0.0093101712808965
2022-11-01,1260.517578125,0.0712856629320257,0.0233624002391211,0.0051503079261994,0.0661353550058263,176.5,-0.0011318619128465,137.7,0.0633204633204631,7.36,-0.0999999999999996,81.63089752197266,-0.0073967071567833
2022-12-01,1175.5323486328125,-0.0674208999279499,-0.0397693429093893,0.005110310362953,-0.0725312102909029,175.7,-0.0045325779036827,145.9,0.0595497458242557,7.29,-0.0700000000000002,82.739501953125,0.0135806963393234
2023-01-01,1086.3013916015625,-0.0759068494669916,-0.0453725527560691,0.0054440229347076,-0.0813508724016991,176.5,0.0045532157085943,147.4,0.0102810143934202,7.39,0.0999999999999996,81.57990264892578,-0.0140150626584164
2023-02-01,1071.8564453125,-0.0132973651702369,-0.0547668086039614,0.0049701614817563,-0.0182675266519931,176.8,0.001699716713881,139.3,-0.0549525101763906,7.33,-0.0599999999999996,82.6520004272461,0.0131416898465057
2023-03-01,1075.7791748046875,0.00365975267429,0.0030386517578506,0.0056537009991704,-0.0019939483248804,177.2,0.0022624434389137,151.7,0.0890165111270637,7.36,0.0300000000000002,82.10050201416016,-0.0066725355736718
2023-04-01,1117.060302734375,0.0383732357871513,0.0408562292557935,0.0050536050801617,0.0333196307069896,178.1,0.005079006772009,140.7,-0.0725115359261701,7.18,-0.1800000000000006,81.74539947509766,-0.0043252176338854
2023-05-01,1139.8583984375,0.0204090107287127,0.0379941974598328,0.006010177493777,0.0143988332349357,179.1,0.0056148231330712,145.6,0.0348258706467661,7.01,-0.1699999999999999,82.68389892578125,0.0114807616906869
2023-06-01,1176.93994140625,0.0325317100962547,0.0426513748163162,0.0053907552775076,0.027140954818747,181.0,0.010608598548297,143.9,-0.0116758241758241,7.05,0.04,82.07540130615234,-0.0073593242158924
2023-07-01,1274.625,0.0829991872627182,0.0444179722213911,0.0055429105709146,0.0774562766918035,186.3,0.029281767955801,142.7,-0.0083391243919389,7.11,0.0600000000000005,82.25279998779297,0.0021614110783194
2023-08-01,1203.5,-0.0558007257036383,0.0034110150147848,0.0055927989420922,-0.0613935246457305,186.2,-0.0005367686527107,145.8,0.0217238962859147,7.18,0.0699999999999994,82.70040130615234,0.0054417760662957
2023-09-01,1172.5,-0.025758205234732,0.0171298956992567,0.0052620683590394,-0.0310202735937714,184.1,-0.0112781954887217,142.3,-0.0240054869684499,7.17,-0.0099999999999997,83.19300079345703,0.0059564340622859
2023-10-01,1143.949951171875,-0.024349721815032,-0.0287249241285935,0.005853203088082,-0.030202924903114,185.3,0.0065181966322651,144.9,0.0182712579058326,7.35,0.1799999999999997,83.29650115966797,0.0012440994461528
2023-11-01,1188.7249755859375,0.0391407197213431,0.0733448572882101,0.0055229908032254,0.0336177289181177,186.3,0.0053966540744738,141.1,-0.0262249827467219,7.27,-0.08,83.3302993774414,0.0004057579526497
2023-12-01,1292.4749755859375,0.0872783882990768,0.0797098067799515,0.0053544649765695,0.0819239233225073,185.7,-0.0032206119162642,152.3,0.079376328844791,7.22,-0.0499999999999998,82.302001953125,-0.0123400183606537
2024-01-01,1426.625,0.1037931309681614,0.0402935244537839,0.0060965022157255,0.0976966287524359,185.5,-0.0010770059235325,153.6,0.0085357846355875,7.2,-0.0199999999999995,83.10970306396484,0.0098138695496114
2024-02-01,1460.800048828125,0.0239551731030402,0.0162944719640312,0.0054084850928792,0.018546688010161,185.8,0.0016172506738545,147.1,-0.0423177083333333,7.09,-0.1100000000000003,82.91190338134766,-0.0023799830263495
2024-03-01,1485.8499755859375,0.0171480872949778,-0.0080405648850585,0.0051320931142186,0.0120159941807591,185.8,0.0,160.0,0.0876954452753229,7.07,-0.0199999999999995,83.39299774169922,0.0058024763722863
2024-04-01,1467.0,-0.0126863249289378,0.0384813307621013,0.0060527372879846,-0.0187390622169224,186.7,0.0048439181916037,148.0,-0.0749999999999999,7.15,0.08,83.45110321044922,0.0006967667588826
2024-05-01,1430.4000244140625,-0.0249488586134543,0.0123540397743294,0.0057215044564344,-0.0306703630698886,187.7,0.0053561863952864,154.7,0.04527027027027,7.05,-0.1000000000000005,83.3208999633789,-0.0015602339820716
2024-06-01,1565.4000244140625,0.0943791930200086,0.0662491055309481,0.0050828849935376,0.089296308026471,190.2,0.0133191262653169,151.0,-0.0239172592113767,7.02,-0.0300000000000002,83.45089721679688,0.0015601998235148
2024-07-01,1505.425048828125,-0.0383128750802124,0.051276525375644,0.0059248493124599,-0.0442377243926723,193.0,0.0147213459516299,149.8,-0.0079470198675496,7.01,-0.0099999999999997,83.73899841308594,0.0034523439039919
2024-08-01,1509.625,0.0027898773008623,0.0005739246087477,0.0052950350851925,-0.0025051577843302,193.0,0.0,145.8,-0.0267022696929238,6.91,-0.0999999999999996,83.89510345458984,0.0018641856776675
2024-09-01,1476.574951171875,-0.0218928865301812,0.0103114380781841,0.0054717974162634,-0.0273646839464446,194.2,0.0062176165803107,146.9,0.0075445816186556,6.83,-0.08,83.71640014648438,-0.0021300803115666
2024-10-01,1332.050048828125,-0.0978784735776864,-0.0771624524044011,0.0053416553281782,-0.1032201289058646,196.8,0.0133882595262617,150.3,0.0231449965963239,6.79,-0.04,84.08910369873047,0.0044519777677247
2024-11-01,1292.199951171875,-0.0299163666495175,-0.0073213459528491,0.0049848155166825,-0.0349011821662,196.5,-0.0015243902439024,148.1,-0.014637391882901,6.82,0.0300000000000002,84.56189727783203,0.0056225308429431
2024-12-01,1215.449951171875,-0.0593948327659327,-0.0197055637304157,0.0055099282708179,-0.0649047610367506,195.4,-0.0055979643765903,158.0,0.0668467251856854,6.78,-0.04,85.7865982055664,0.014482893207925
2025-01-01,1265.0999755859375,0.0408490899737932,-0.0504888560510388,0.0054364919921017,0.0354125979816914,193.4,-0.0102354145342886,161.6,0.0227848101265821,6.76,-0.0200000000000004,86.64700317382812,0.0100295965367454
2025-02-01,1200.0999755859375,-0.0513793385932956,-0.112708413495234,0.0048187814688758,-0.0561981200621714,192.5,-0.0046535677352637,151.1,-0.0649752475247524,6.73,-0.0299999999999993,87.3270034790039,0.0078479379582416
2025-03-01,1275.0999755859375,0.0624947933720121,0.070173209831359,0.0048309631615119,0.0576638302105002,192.0,-0.0025974025974025,166.3,0.1005956320317671,6.68,-0.0500000000000007,85.53880310058594,-0.0204770610140986
